,path_or_url,file,line,text
502,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/09-front-end-dep.yaml,52,beta.kubernetes.io/os: linux
503,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/06-catalogue-svc.yaml,7,prometheus.io/scrape: 'true'
504,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/24-shipping-svc.yaml,7,prometheus.io/scrape: 'true'
505,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/12-orders-svc.yaml,7,prometheus.io/scrape: 'true'
506,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/16-payment-svc.yaml,7,prometheus.io/scrape: 'true'
507,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/18-queue-master-svc.yaml,7,prometheus.io/scrape: 'true'
508,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/19-rabbitmq-dep.yaml,2,apiVersion: apps/v1
509,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/19-rabbitmq-dep.yaml,19,"prometheus.io/scrape: ""false"""
510,/rabbitmq-exporter,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/19-rabbitmq-dep.yaml,40,image: kbudde/rabbitmq-exporter
511,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/19-rabbitmq-dep.yaml,45,beta.kubernetes.io/os: linux
512,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/03-carts-db-dep.yaml,2,apiVersion: apps/v1
513,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/03-carts-db-dep.yaml,35,- mountPath: /tmp
514,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/03-carts-db-dep.yaml,42,beta.kubernetes.io/os: linux
515,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/13-orders-db-dep.yaml,2,apiVersion: apps/v1
516,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/13-orders-db-dep.yaml,35,- mountPath: /tmp
517,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/13-orders-db-dep.yaml,42,beta.kubernetes.io/os: linux
518,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/27-user-db-dep.yaml,2,apiVersion: apps/v1
519,/user-db,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/27-user-db-dep.yaml,21,image: weaveworksdemos/user-db:0.3.0
520,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/27-user-db-dep.yaml,36,- mountPath: /tmp
521,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/27-user-db-dep.yaml,43,beta.kubernetes.io/os: linux
522,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/21-session-db-dep.yaml,2,apiVersion: apps/v1
523,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/21-session-db-dep.yaml,37,beta.kubernetes.io/os: linux
524,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/10-front-end-svc.yaml,7,prometheus.io/scrape: 'true'
525,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/heapster-deployment.yaml,1,apiVersion: apps/v1
526,/google_containers/heapster-amd64,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/heapster-deployment.yaml,21,image: gcr.io/google_containers/heapster-amd64:v1.4.0
527,/heapster,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/heapster-deployment.yaml,24,- /heapster
528,http://monitoring-influxdb:8086,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/heapster-deployment.yaml,26,- --sink=influxdb:http://monitoring-influxdb:8086
529,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/payment-hsc.yaml,2,apiVersion: autoscaling/v1
530,/v1beta1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/payment-hsc.yaml,9,apiVersion: apps/v1beta1
531,https://github.com/kubernetes/kubernetes/tree/master/cluster/addons),/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/grafana-service.yaml,5,# For use as a Cluster add-on (https://github.com/kubernetes/kubernetes/tree/master/cluster/addons)
532,/cluster-service,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/grafana-service.yaml,7,kubernetes.io/cluster-service: 'true'
533,/name,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/grafana-service.yaml,8,kubernetes.io/name: monitoring-grafana
534,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/influxdb-deployment.yaml,1,apiVersion: apps/v1
535,/google_containers/heapster-influxdb-amd64,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/influxdb-deployment.yaml,20,image: gcr.io/google_containers/heapster-influxdb-amd64:v1.1.1
536,/data,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/influxdb-deployment.yaml,22,- mountPath: /data
537,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/orders-hsc.yaml,2,apiVersion: autoscaling/v1
538,/v1beta1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/orders-hsc.yaml,9,apiVersion: apps/v1beta1
539,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/grafana-deployment.yaml,1,apiVersion: apps/v1
540,/google_containers/heapster-grafana-amd64,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/grafana-deployment.yaml,20,image: gcr.io/google_containers/heapster-grafana-amd64:v4.0.2
541,/var,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/grafana-deployment.yaml,25,- mountPath: /var
542,/api/v1/proxy/namespaces/kube-system/services/monitoring-grafana/,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/grafana-deployment.yaml,44,# value: /api/v1/proxy/namespaces/kube-system/services/monitoring-grafana/
543,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/front-end-hsc.yaml,2,apiVersion: autoscaling/v1
544,/v1beta1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/front-end-hsc.yaml,9,apiVersion: apps/v1beta1
545,https://github.com/kubernetes/kubernetes/tree/master/cluster/addons),/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/influxdb-service.yaml,6,# For use as a Cluster add-on (https://github.com/kubernetes/kubernetes/tree/master/cluster/addons)
546,/cluster-service,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/influxdb-service.yaml,8,kubernetes.io/cluster-service: 'true'
547,/name,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/influxdb-service.yaml,9,kubernetes.io/name: monitoring-influxdb
548,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/catalogue-hsc.yaml,2,apiVersion: autoscaling/v1
549,/v1beta1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/catalogue-hsc.yaml,9,apiVersion: apps/v1beta1
550,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/cart-hsc.yaml,2,apiVersion: autoscaling/v1
551,/v1beta1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/cart-hsc.yaml,9,apiVersion: apps/v1beta1
552,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/shipping-hsc.yaml,2,apiVersion: autoscaling/v1
553,/v1beta1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/shipping-hsc.yaml,9,apiVersion: apps/v1beta1
554,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/queue-master-hsc.yaml,2,apiVersion: autoscaling/v1
555,/v1beta1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/queue-master-hsc.yaml,9,apiVersion: apps/v1beta1
556,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/user-hsc.yaml,2,apiVersion: autoscaling/v1
557,/v1beta1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/user-hsc.yaml,9,apiVersion: apps/v1beta1
558,/v1beta1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/heapster-crb.yml,2,apiVersion: rbac.authorization.k8s.io/v1beta1
559,https://github.com/kubernetes/kubernetes/tree/master/cluster/addons),/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/heapster-service.yaml,6,# For use as a Cluster add-on (https://github.com/kubernetes/kubernetes/tree/master/cluster/addons)
560,/cluster-service,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/heapster-service.yaml,8,kubernetes.io/cluster-service: 'true'
561,/name,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/autoscaling/heapster-service.yaml,9,kubernetes.io/name: Heapster
562,/workdir,/mnt/data/sock-shop/microservices-demo/.github/workflows/main.yaml,17,COMPLETE_DEMO_ARGS: --rm -v ${{ github.workspace }}:/workdir
563,/kubernetes/,/mnt/data/sock-shop/microservices-demo/.github/workflows/main.yaml,18,COMPLETE_DEMO_DIR: 'deploy/kubernetes/'
564,/checkout,/mnt/data/sock-shop/microservices-demo/.github/workflows/main.yaml,21,- uses: actions/checkout@v2
565,/node,/mnt/data/sock-shop/microservices-demo/.github/workflows/main.yaml,47,kind-image: 'kindest/node:v1.20.0'
567,/setup-kind,/mnt/data/sock-shop/microservices-demo/.github/workflows/main.yaml,52,uses: engineerd/setup-kind@v0.5.0
568,/kubernetes/complete-demo,/mnt/data/sock-shop/microservices-demo/.github/workflows/main.yaml,64,kubectl apply -f deploy/kubernetes/complete-demo.yaml
569,/tags/v,/mnt/data/sock-shop/microservices-demo/.github/workflows/main.yaml,76,"if: startsWith(github.ref, 'refs/tags/v') || github.ref == 'refs/heads/master'"
570,/heads/master,/mnt/data/sock-shop/microservices-demo/.github/workflows/main.yaml,76,"if: startsWith(github.ref, 'refs/tags/v') || github.ref == 'refs/heads/master'"
572,/setup-buildx-action,/mnt/data/sock-shop/microservices-demo/.github/workflows/main.yaml,90,uses: docker/setup-buildx-action@v1
573,/login-action,/mnt/data/sock-shop/microservices-demo/.github/workflows/main.yaml,93,uses: docker/login-action@v1
574,/build-push-action,/mnt/data/sock-shop/microservices-demo/.github/workflows/main.yaml,99,uses: docker/build-push-action@v2
